Running parallel solar with 8 threads
10	1.9891e+30	0	0	0	0	0	0	0	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-550357	-22242	0	-0.542675	-0.0301519	0	-5.16411e+23	-4.87737e+22	0	3.285e+23	1.05801e+11	1.11333e+11	0	34458.6	62658.2	0	1.27378e+21	1.34031e+21	0	4.867e+24	1.07712e+11	7.004e+10	0	0.0203473	35020	0	2.89805e+15	-6.23933e+16	0	5.972e+24	1.496e+11	5.956e+10	0	0.00654236	29780	0	1.83914e+16	-2.17338e+16	0	6.39e+23	2.27392e+11	4.826e+10	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	2.614e+10	0	0.00144321	13070	0	1.36375e+18	-8.93197e+16	0	5.683e+26	1.43317e+12	1.936e+10	0	0.000483599	9680	0	1.3728e+17	-4.29904e+15	0	8.681e+25	2.87531e+12	1.36e+10	0	1.21638e-05	6800	0	5.2788e+14	-6.90901e+12	0	1.024e+26	4.49548e+12	1.086e+10	0	0.0183313	5430	0	9.38546e+17	-3.85725e+15	0	7.342e+22	1.49984e+11	6.1604e+10	0	-0.0483285	30802	0	-1.77229e+15	5.68996e+13	0	
10	1.9891e+30	-2.14152e+06	-136599	0	-1.04257	-0.0859253	0	-4.81384e+23	-5.96197e+22	0	3.285e+23	1.79364e+11	2.42002e+11	0	38190.4	67098.8	0	2.86212e+20	3.86156e+20	0	4.867e+24	1.07712e+11	1.4008e+11	0	0.0178093	35020	0	-3.95402e+15	-5.62473e+15	0	5.972e+24	1.496e+11	1.1912e+11	0	0.00792687	29780	0	-1.92798e+15	-7.96146e+15	0	6.39e+23	2.27392e+11	9.652e+10	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	5.228e+10	0	0.0028681	13070	0	1.33795e+18	-1.75268e+17	0	5.683e+26	1.43317e+12	3.872e+10	0	0.00096578	9680	0	1.36677e+17	-8.56073e+15	0	8.681e+25	2.87531e+12	2.72e+10	0	2.43214e-05	6800	0	5.27474e+14	-1.38081e+13	0	1.024e+26	4.49548e+12	2.172e+10	0	0.0366616	5430	0	9.38474e+17	-7.71429e+15	0	7.342e+22	1.49984e+11	1.23208e+11	0	-0.096506	30802	0	-1.764e+15	1.13262e+14	0	
10	1.9891e+30	-4.70346e+06	-370196	0	-1.51619	-0.148576	0	-4.6249e+23	-6.51289e+22	0	3.285e+23	2.57028e+11	3.77985e+11	0	39309.1	68674.1	0	1.17373e+20	1.72605e+20	0	4.867e+24	1.07712e+11	2.1012e+11	0	0.0168312	35020	0	-1.40515e+15	-1.57973e+15	0	5.972e+24	1.496e+11	1.7868e+11	0	0.00737275	29780	0	-1.21193e+15	-2.24849e+15	0	6.39e+23	2.27392e+11	1.4478e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	7.842e+10	0	0.00425748	13070	0	1.29672e+18	-2.54804e+17	0	5.683e+26	1.43317e+12	5.808e+10	0	0.00144514	9680	0	1.35682e+17	-1.27478e+16	0	8.681e+25	2.87531e+12	4.08e+10	0	3.64665e-05	6800	0	5.26797e+14	-2.06859e+13	0	1.024e+26	4.49548e+12	3.258e+10	0	0.0549901	5430	0	9.38355e+17	-1.15702e+16	0	7.342e+22	1.49984e+11	1.84812e+11	0	-0.144384	30802	0	-1.75033e+15	1.68554e+14	0	
10	1.9891e+30	-8.19658e+06	-735092	0	-1.9749	-0.217524	0	-4.5058e+23	-7.23443e+22	0	3.285e+23	3.36224e+11	5.16195e+11	0	39831.9	69459.5	0	6.27199e+19	9.62896e+19	0	4.867e+24	1.07712e+11	2.8016e+11	0	0.0164264	35020	0	-6.87705e+14	-7.10352e+14	0	5.972e+24	1.496e+11	2.3824e+11	0	0.00707325	29780	0	-6.51172e+14	-9.69863e+14	0	6.39e+23	2.27392e+11	1.9304e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	1.0456e+11	0	0.00559631	13070	0	1.24244e+18	-3.25521e+17	0	5.683e+26	1.43317e+12	7.744e+10	0	0.00192033	9680	0	1.34308e+17	-1.68251e+16	0	8.681e+25	2.87531e+12	5.44e+10	0	4.85929e-05	6800	0	5.25852e+14	-2.75319e+13	0	1.024e+26	4.49548e+12	4.344e+10	0	0.0733158	5430	0	9.38189e+17	-1.54243e+16	0	7.342e+22	1.49984e+11	2.46416e+11	0	-0.191819	30802	0	-1.7315e+15	2.22275e+14	0	
10	1.9891e+30	-1.25962e+07	-1.24574e+06	0	-2.42303	-0.294596	0	-4.40988e+23	-8.11541e+22	0	3.285e+23	4.16212e+11	6.55617e+11	0	40132.2	69926.5	0	3.87583e+19	6.10501e+19	0	4.867e+24	1.07712e+11	3.502e+11	0	0.0162101	35020	0	-4.024e+14	-3.9838e+14	0	5.972e+24	1.496e+11	2.978e+11	0	0.00690358	29780	0	-3.92903e+14	-5.27315e+14	0	6.39e+23	2.27392e+11	2.413e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	1.307e+11	0	0.00687233	13070	0	1.17802e+18	-3.85804e+17	0	5.683e+26	1.43317e+12	9.68e+10	0	0.00239005	9680	0	1.32576e+17	-2.07603e+16	0	8.681e+25	2.87531e+12	6.8e+10	0	6.06945e-05	6800	0	5.24642e+14	-3.43359e+13	0	1.024e+26	4.49548e+12	5.43e+10	0	0.0916378	5430	0	9.37975e+17	-1.9276e+16	0	7.342e+22	1.49983e+11	3.0802e+11	0	-0.238674	30802	0	-1.70779e+15	2.73966e+14	0	
10	1.9891e+30	-1.78826e+07	-1.91972e+06	0	-2.86185	-0.380982	0	-4.31864e+23	-9.07486e+22	0	3.285e+23	4.96683e+11	7.95797e+11	0	40326.4	70235	0	2.62397e+19	4.20403e+19	0	4.867e+24	1.07712e+11	4.2024e+11	0	0.0160765	35020	0	-2.62591e+14	-2.53536e+14	0	5.972e+24	1.496e+11	3.5736e+11	0	0.00679649	29780	0	-2.59903e+14	-3.28313e+14	0	6.39e+23	2.27392e+11	2.8956e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	1.5684e+11	0	0.00807646	13070	0	1.10652e+18	-4.34869e+17	0	5.683e+26	1.43317e+12	1.1616e+11	0	0.00285308	9680	0	1.30509e+17	-2.4524e+16	0	8.681e+25	2.87531e+12	8.16e+10	0	7.27651e-05	6800	0	5.23168e+14	-4.10874e+13	0	1.024e+26	4.49548e+12	6.516e+10	0	0.109955	5430	0	9.37714e+17	-2.31249e+16	0	7.342e+22	1.49983e+11	3.69624e+11	0	-0.28482	30802	0	-1.67956e+15	3.23218e+14	0	
10	1.9891e+30	-2.40375e+07	-2.77622e+06	0	-3.2914	-0.477144	0	-4.22491e+23	-1.00517e+23	0	3.285e+23	5.77479e+11	9.36497e+11	0	40462	70453.6	0	1.89093e+19	3.0664e+19	0	4.867e+24	1.07712e+11	4.9028e+11	0	0.0159861	35020	0	-1.84302e+14	-1.75063e+14	0	5.972e+24	1.496e+11	4.1692e+11	0	0.00672329	29780	0	-1.83726e+14	-2.23101e+14	0	6.39e+23	2.27392e+11	3.3782e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	1.8298e+11	0	0.00920285	13070	0	1.03092e+18	-4.72683e+17	0	5.683e+26	1.43317e+12	1.3552e+11	0	0.00330828	9680	0	1.28134e+17	-2.80908e+16	0	8.681e+25	2.87531e+12	9.52e+10	0	8.47989e-05	6800	0	5.21436e+14	-4.77767e+13	0	1.024e+26	4.49548e+12	7.602e+10	0	0.128267	5430	0	9.37405e+17	-2.69702e+16	0	7.342e+22	1.49982e+11	4.31228e+11	0	-0.33014	30802	0	-1.64721e+15	3.69681e+14	0	
10	1.9891e+30	-3.10419e+07	-3.83481e+06	0	-3.71129	-0.583042	0	-4.1261e+23	-1.10063e+23	0	3.285e+23	6.58508e+11	1.07757e+12	0	40562	70616.4	0	1.42591e+19	2.33324e+19	0	4.867e+24	1.07712e+11	5.6032e+11	0	0.015921	35020	0	-1.36243e+14	-1.27946e+14	0	5.972e+24	1.496e+11	4.7648e+11	0	0.00667026	29780	0	-1.36392e+14	-1.61099e+14	0	6.39e+23	2.27392e+11	3.8608e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	2.0912e+11	0	0.0102486	13070	0	9.5383e+17	-4.99816e+17	0	5.683e+26	1.43317e+12	1.5488e+11	0	0.00375463	9680	0	1.25483e+17	-3.14395e+16	0	8.681e+25	2.87531e+12	1.088e+11	0	9.67897e-05	6800	0	5.19449e+14	-5.4394e+13	0	1.024e+26	4.49548e+12	8.688e+10	0	0.146572	5430	0	9.37049e+17	-3.08114e+16	0	7.342e+22	1.49981e+11	4.92832e+11	0	-0.374529	30802	0	-1.6112e+15	4.13069e+14	0	
10	1.9891e+30	-3.88759e+07	-5.11466e+06	0	-4.12096	-0.698316	0	-4.02164e+23	-1.19133e+23	0	3.285e+23	7.39711e+11	1.21894e+12	0	40638.7	70742.4	0	1.11288e+19	1.83378e+19	0	4.867e+24	1.07712e+11	6.3036e+11	0	0.0158719	35020	0	-1.04697e+14	-9.75042e+13	0	5.972e+24	1.496e+11	5.3604e+11	0	0.00663017	29780	0	-1.05095e+14	-1.21621e+14	0	6.39e+23	2.27392e+11	4.3434e+11	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	2.3526e+11	0	0.0112133	13070	0	8.77445e+17	-5.17264e+17	0	5.683e+26	1.43317e+12	1.7424e+11	0	0.00419121	9680	0	1.22587e+17	-3.45531e+16	0	8.681e+25	2.87531e+12	1.224e+11	0	0.000108732	6800	0	5.17212e+14	-6.09298e+13	0	1.024e+26	4.49548e+12	9.774e+10	0	0.16487	5430	0	9.36646e+17	-3.4648e+16	0	7.342e+22	1.49981e+11	5.54436e+11	0	-0.417891	30802.1	0	-1.57199e+15	4.53162e+14	0	
